"Term ID","Term Name","Term Slug",Description,"Parent ID","Parent Name","Parent Slug",Count
4489,"Montessori Royal Park",136926,"Cooke Crescent Royal Park Sa 5014 Phone: 0405 321 297",,,,1
4490,"Montessori School",133369,"Mactier Street Fig Tree Pocket Fig Tree Pocket   Qld 4069 4069",,,,1
4491,"Montgrove College",140167,"140 Bringelly Rd Orchard Hills   Nsw 2748",,,,1
4492,"Montmorency Primary School",117828,"60a Rattray Road Montmorency   Vic 3094",,,,1
4493,"Montmorency South Primary School",117841,"64 Buena Vista Drive Montmorency   Vic 3094",,,,1
4494,"Monto State Primary School",117830,"3 Leichhardt Street Monto   Qld 4630",,,,1
4495,"Montpellier Primary School",117835,"Lambhill Crescent Highton   Vic 3216",,,,1
4496,"Montrose Primary School",117840,"17-21 Leith Road Montrose   Vic 3765",,,,1
4497,"Montville State School",117845,"149-157 Main Street Montville   Qld 4560",,,,1
4498,"Moolap Primary School",117864,"30 Wills Crescent Moolap   Vic 3221",,,,1
4499,"Mooloolaba State School",117863,"Cnr Meta &amp; Douglas Sts Mooloolaba   Qld 4557",,,,1
4500,"Mooloolah State School",117862,"48 King Road Mooloolah   Qld 4553",,,,1
4501,"Moomba Park Primary School",117867,"111 Anderson Road Fawkner   Vic 3060",,,,1
4502,"Moonah Primary School",117878,"42 Derwent Park Road Moonah   Tas 7009",,,,1
4503,"Moonambel Primary School",117869,"Humffray Street Moonambel   Vic 3478",,,,1
4504,"Moonbi Primary School",117870,"Charles Street Moonbi   Nsw 2353",,,,1
4505,"Moonee Ponds Primary School",117875,"Wilson Street Moonee Ponds   Vic 3039",,,,1
4506,"Moonee Ponds West Primary School",117876,"150 Athol Street Moonee Ponds   Vic 3039",,,,1
4507,"Moonie State School",117877,"11305 Moonie Highway Moonie   Qld 4406",,,,1
4508,"Moonta Area School",117868,"Blanche Terrace Moonta   Sa 5558",,,,
4509,"Moora Primary School",117916,"Roberts Street Moora   Wa 6510",,,,1
4510,"Moorabbin Primary School",117913,"61 Worthing Rd Moorabbin   Vic 3189",,,,1039
4511,"Moorak Primary School",117884,"Yells Road Moorak   Sa 5291",,,,1
4512,"Moore Park State School",126298,"14 Murdochs Linking &amp; Pandanus Roads Moore Park   Qld 4670",,,,1
4513,"Moorine Rock Primary School",117912,"Post Office Moorine Rock   Wa 6425",,,,1
4514,"Moorland Public School",140268,"15 Church Street Moorland   Nsw 2443",,,,1
4515,"Moorooduc Primary School No 2327",117903,"Cnr Derril &amp; Tyabb Rds Moorooduc   Vic 3933",,,,
4516,"Moorook Primary School",117900,"Wachtel Road Moorook   Sa 5332",,,,1
4517,"Moorooka State School",117905,"1 Sherley Street Moorooka   Qld 4105",,,,1
4518,"Mooroolbark East Primary Sch",117894,"106-112 Taylor Road Mooroolbark   Vic 3138",,,,376
4519,"Mooroopna Nth Primary School",117899,"835 Ardmona Road Mooroopna   Vic 3629",,,,1
4520,"Mooroopna Park Primary School",117904,"45 Macisaac Road Mooroopna   Vic 3629",,,,1
4521,"Mooroopna Primary School",117909,"16-24 O'brien Street Mooroopna   Vic 3629",,,,1
4522,"Moranbah East State School",117928,"4 Williams Street Moranbah   Qld 4744",,,,1
4523,"Moranbah State School",117933,"1a Belyando Avenue Moranbah   Qld 4744",,,,1
4524,"Morang South Primary School",117940,"77 Gorge Road South Morang   Vic 3752",,,,
4525,"Morayfield East State School",117976,"107 Graham Road Morayfield   Qld 4506",,,,1
4526,"Morayfield State School",117936,"196-230 Morayfield Road Morayfield   Qld 4506",,,,1
4527,"Mordiall0c Beach Primary Sch",117955,"58 Barkly Street Mordialloc   Vic 3195",,,,1
4528,"Moree Christian School",116851,"409 Chester Street Moree   Nsw 2400",,,,1
4529,"Moree East Public School",117966,"Adelaide St Moree   Nsw 2400",,,,15
4530,"Moree Public School",117973,"42 Albert Street Moree   Nsw 2400",,,,1
4531,"Moreland Primary School No2837",117971,"Moreland Road Moreland   Vic 3058",,,,1
4532,"Moreton Bay Birali Steiner Sch",144426,,,,,1
4533,"Moreton Bay College",117958,"450 Wondall Road Manly West   Qld 4179",,,,1
4534,"Moreton Downs State School",117964,"Parsons Boulevard Deception Bay   Qld 4508",,,,1
4535,"Morgan Primary School",117980,"Fourth Street Morgan   Sa 5320",,,,1
4536,"Morgan Street Public School",117985,"480 Morgan Street Broken Hill   Nsw 2880",,,,311
4537,"Moriac Primary School",117994,"785 Hendy Main Road Moriac   Vic 3216",,,,1
4538,"Moriah College Primary School",117991,"101 York Road Bondi Junction   Nsw 2022",,,,838
4539,"Morisset Public School",117993,"6 Terrigal Street Morisset   Nsw 2264",,,,1
4540,"Morley Primary School",118003,"Wellington Rd Morley   Wa 6062",,,,1
4541,"Morley West Primary School",118005,"Fitzroy Street Dianella   Wa 6059",,,,1
4542,"Morningside State School",118014,"67 Pashen Street Morningside   Qld 4170",,,,1
4543,"Mornington Island State School",118009,"Cnr Liberty &amp; Tingira St Cairns   Qld 4870",,,,1
4544,"Mornington Park Primary School",124300,"40 Robertson Drive Mornington   Vic 3931",,,,1
4545,"Mornington Primary School",118015,"Vale Street Mornington   Vic 3931",,,,1
4546,"Morpeth Public School",118023,"46 High Street Morpeth   Nsw 2321",,,,1
4547,"Morphett Vale East School",118024,"Monarch Street Morphett Vale   Sa 5162",,,,1
4548,"Morphett Vale Primary School",123620,"Highway Drive Morphett Vale   Sa 5162",,,,1
4549,"Mortdale Public School",118035,"1 Colebourne Avenue Mortdale   Nsw 2223",,,,1
4550,"Mortlake Public School",118034,"Bray's Road Concord   Nsw 2137",,,,1
4551,"Moruya Public School",118042,"16-28 Evans Street Moruya   Nsw 2537",,,,1
4552,"Morven State School",118045,"Albert Street Morven   Qld 4468",,,,1
4553,"Morwell Park Primary School",118049,"76-82 Vary Street Morwell   Vic 3840",,,,1
4554,"Morwell Primary School",118050,"Cnr Crinigan &amp; Maryvale Rds Morwell   Vic 3840",,,,1
4555,"Mosman Church Of England Preparatory School",118053,"75 Shadforth Street Mosman   Nsw 2088",,,,118
4556,"Mosman Park Primary School",118066,"91 Victoria Stret Mosman Park   Wa 6012",,,,1
4557,"Mosman Public School",118062,"27 Belmont Road Mosman   Nsw 2088",,,,3
4558,"Moss Vale Public School",118077,"2-22 Browley St Moss Vale   Nsw 2577",,,,520
4559,"Mossfiel Primary School",118054,"15a Langridge Street Hoppers Crossing   Vic 3029",,,,1
4560,"Mossgiel Park Primary School",118074,"Scotsburn Way Endeavour Hills   Vic 3802",,,,
4561,"Mossman State Primary School",118075,"30-34 Front Street Mossman   Qld 4873",,,,1
4562,"Mother Of God Primary School",117727,"67 Blanche Street Ardeer   Vic 3022",,,,1
4563,"Mother Of God School",117192,"66 Wilfred Rd East Ivanhoe   Vic 3079",,,,1
4564,"Mother Of Good Counsel Catholic Primary School",110268,"394 Sheridan Street Cairns   Qld 4870",,,,584
4565,"Mother Superior Convent School",133649,"69 Webster Street Nedlands Nedlands   Wa 6009 6009",,,,1
4566,"Mother Teresa Catholic Primary School",133591,"5-15 Windrock Avenue Craigieburn   Vic 3064",,,,1
4567,"Mother Teresa Catholic School",141485,,,,,1
4568,"Mother Teresa Primary",135386,"12 Ralph Street Westmead   Nsw 2145",,,,1
4569,"Mother Teresa Primary",136493,"40 Wimmera Street Harrison   Nsw 2912",,,,1
4570,"Mother Teresa Primary School",136160,"169 Eggersdorf Road Ormeau   Qld 4208",,,,1
4571,"Moulamein Primary School",118097,"Brougham Street Moulamein   Nsw 2733",,,,1
4572,"Moulden Park School",118099,"103 Bonson Terrace Moulden   Nt 0830",,,,1
4573,"Mount Allan School",121109,"Shed 9 Trade Centre Smith Street Alice Springs   Nt 0870",,,,1
4574,"Mount Annan Public School",116246,"10 Stenhouse Drive Mount Annan   Nsw 2567",,,,803
4575,"Mount Archer State School",116392,"242 Thozet Road Koongal   Qld 4701",,,,1
4576,"Mount Barker Community College",116814,"Woogenellup Road Mount Barker   Wa 6324",,,,1
4577,"Mount Barker Primary School",116806,"2a Dumas Street Mount Barker   Sa 5251",,,,1
4578,"Mount Barker South Primary",116812,"33-45 Princes Rd Mount Barker   Sa 5251",,,,
4579,"Mount Beauty Primary School",116822,"Lakeside Ave Mount Beauty   Vic 3699",,,,172
4580,"Mount Brown Public School",116828,"4 Mount Brown Rd Dapto   Nsw 2530",,,,407
4581,"Mount Burr Primary School",116830,"23 Thomas Drive Mount Burr   Sa 5279",,,,1
4582,"Mount Carmel Central School",116837,"Dutton St Yass   Nsw 2582",,,,1
4583,"Mount Carmel Christian School",116834,"20 Kinchington Road Wodonga   Vic 3690",,,,1
4584,"Mount Carmel Primary School",116832,"20 Norfolk Street Coorparoo   Qld 4151",,,,2130
4585,"Mount Claremont Primary School",110997,"103 Alfred Road Mount Claremont   Wa 6010",,,,1
4586,"Mount Clear Primary School",116885,"1206 Geelong Road Mount Clear   Vic 3550",,,,1
4587,"Mount Colah Public School",116895,"19-21 Telopea Street Mount Colah   Nsw 2079",,,,204
4588,"Mount Compass Area School",116898,"School Road Mount Compass   Sa 5210",,,,1
4589,"Mount Cotton State School",116905,"<p>1246-1264 Mount Cotton Road Mount Cotton Qld 4165</p>",,,,2609
4590,"Mount Crosby State School",116912,"561 Mount Crosby Road Mount Crosby   Qld 4306",,,,1
4591,"Mount Dandenong Primary School",116923,"2 Farndons Rd Mount Dandenong   Vic 3767",,,,1
4592,"Mount Duneed Regional Primary School",116941,"Williams Road Mount Duneed   Vic 3216",,,,1
4593,"Mount Egerton Primary School",116988,"58 Church St Mount Egerton   Vic 3352",,,,1
4594,"Mount Evelyn Christian School",117165,"14 Hawkins Road Montrose   Vic 3765",,,,1
4595,"Mount Gambier Childrens Ctr",118299,"Mulga Street Mount Gambier Mount Gambier   Sa 5290 5290 Phone: 08 8725 9955",,,,1
4596,"Mount George Public School",117189,"1524 Nowendoc Road Mount George   Nsw 2424",,,,1
4597,"Mount Gravatt East State Sch",117197,"24 Newnham Road Mount Gravatt   Qld 4122",,,,1
4598,"Mount Gravatt State School",117199,"1263 Logan Road Mount Gravatt   Qld 4122",,,,1
4599,"Mount Hawthorn Primary School",117221,"1 Killarney Street Mount Hawthorn   Wa 6016",,,,1
4600,"Mount Hira College",136710,"185 Perry Road Keysborough   Vic 3173",,,,327
4601,"Mount Hunter Public School",117234,"165 Burragorang Road Mount Hunter   Nsw 2570",,,,1
4602,"Mount Hutton Primary School",117236,"12 Dunkley Parade Mount Hutton   Nsw 2290",,,,1
4603,"Mount Isa Central State School",117550,"49 Miles Street Mount Isa   Qld 4825",,,,1
4604,"Mount Isa School Of The Air",117551,"Abel Smith Pde Mount Isa   Qld 4825",,,,260
4605,"Mount Isa State Special School",117553,"116 Marian Street Mount Isa   Qld 4825",,,,1
4606,"Mount Kanwary Public School",117596,"753 Hinton Road Osterley   Nsw 2324",,,,1
4607,"Mount Keira Demonstration School",117597,"255 Mount Keira Road Mount Keira   Nsw 2500",,,,1
4608,"Mount Kembla Primary School",117598,"Cordeaux Street Mount Kembla   Nsw 2500",,,,1
4609,"Mount Kilcoy State School",117600,"251 Jenkinsons Road Kilcoy   Qld 4515",,,,1
4610,"Mount Kuring-gai Public School",117604,"Leeming Street Mount Kuring-gai   Nsw 2080",,,,29
